Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2.0,149.5,0.0,0.0,6.0,326.0,0.0,0.014285714,0.0,0.0,dec,1.0,,1.0,2.0,NEW_VISITOR,FALSE,true
7.0,177.25,0.0,0.0,13.0,297.8333333,0.0,0.021428571,0.0,0.0,NAN,1.0,2.0,3.0,2.0,NEW_VISITOR,TRUE,false
2.0,26.0,0.0,0.0,38.0,1689.708333,0.0125,0.0295,0.0,0.0,nov,2.0,2.0,1.0,13.0,RETURNING_VISITOR*,FALSE,FALSE
6.0,65.25,0.0,0.0,21.0,829.3333333,0.0,0.008333333,,0.0,NOV,2.0,,4.0,1.0,RETURNING_VISITOR,true,FALSE
23.17428988243371,29.5,0.0,0.0,316.79015521824886,1659.866667,0.008,0.016,21.81920724,0.0,NOV,2.0,,2.0,1.0,RETURNING_VISITOR,false?,nan
1.0,59.5,0.0,0.0,39.0,650.8333333,,0.003070175,0.0,0.0,nov,1.0,2.0,1.0,11.0,returning_visitor,TRUE,TRUE
12.0,244.25,0.0,0.0,,4006.359314,0.01,0.030496867,11.10333103,0.0,nan,2.0,7.0,1.0,1.0,returning_visitor,false,FALSE
,0.0,0.0,0.0,30.0,1285.166667,0.002758621,0.022660099,0.0,0.0,NOV,3.0,3.0,1.0,8.0,RETURNING_VISITOR,TRUE,FALSE
2.0,56.5,1.0,,42.0,1753.083333,,,4.59675105,0.0,nov,4.0,1.0,,,RETURNING_VISITOR,true,true
0.0,0.0,,0.0,12.0,1952.75,0.033333333,0.068333333,0.0,0.0,nov,2.0,4.0,8.0,1.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,,6.0,83.5,,0.066666667,0.0,0.6039451114922814,NOV,1.0,1.0,3.0,10.0,RETURNING_VISITOR,NAN,FALSE
0.0,0.0,,0.0,20.0,1194.75,0.0,0.026315789,0.0,0.0,nov,2.0,2.0,1.0,8.0,RETURNING_VISITOR,true,true
,0.0,0.0,0.0,10.0,235.5,0.0,,0.0,0.0,nan,3.0,2.0,,1.0,RETURNING_VISITOR,FALSE,false
0.0,0.0,,0.0,91.0,2631.473214,0.002747253,,0.0,0.0,nov,,2.0,1.0,2.0,returning_visitor,NAN,nan
3.0,77.83333333,0.0,0.0,26.0,812.1047619,0.021428571,,0.0,0.0,NOV,1.0,2.0,3.0,2.0,RETURNING_VISITOR,FALSE,FALSE
,0.0,0.0,0.0,10.0,,0.0,0.02,0.0,0.0,NOV,3.0,2.0,5.0,10.0,RETURNING_VISITOR,false,nan$
1.0,,0.0,0.0,11.0,372.8166667,0.0,0.036363636,,0.0,dec,1.0,1.0,1.0,2.0,RETURNING_VISITOR,FALSE,TRUE
5.0,229.3333333,4.0,115.25,28.0,1474.530303,0.0,0.005429293,0.0,0.0,NOV,1.0,,1.0,2.0,returning_visitor,false,false
0.0,0.0,0.0,0.0,48.0,832.0833333,0.038478261,0.064782609,0.0,0.6039451114922814,DEC,3.0,2.0,1.0,,RETURNING_VISITOR,FALSE%,FALSE
4.0,60.08333333,0.0,0.0,,,,0.43188251950180384,46.62801597,0.0,DEC,,2.0,6.0,6.0,returning_visitor,FALSE,FALSE
0.0,0.0,,0.0,2.0,58.0,0.0,0.1,0.0,0.0,nov,2.0,2.0,2.0,6.0,RETURNING_VISITOR,nan&,FALSE
4.0,252.5,0.0,0.0,13.0,11945.534323185837,0.0,0.027083333,0.0,0.0,nov,1.0,1.0,3.0,3.0,returning_visitor,false&,FALSE$
0.0,0.0,0.0,0.0,8.0,190.1590909,0.05625,0.055357143,0.0,0.0,DEC,1.0,,7.0,3.0,RETURNING_VISITOR,FALSE,FALSE
4.0,45.83333333,0.0,0.0,70.0,1692.257143,,0.014555556,0.0,0.0,NOV,2.0,2.0,1.0,2.0,RETURNING_VISITOR,false,FALSE
0.0,,0.0,0.0,316.79015521824886,178.25,,,0.0,0.0,dec,2.0,10.0,6.0,3.0,returning_visitor,FALSE,false
0.0,,0.0,0.0,79.0,2663.583333,0.002531646,0.017088608,0.0,0.0,NOV,2.0,2.0,1.0,1.0,NAN@,true,TRUE
,218.4027778,0.0,0.0,27.0,897.7837302,0.006060606,0.019805195,48.92856443,0.0,DEC,2.0,2.0,1.0,3.0,RETURNING_VISITOR,false,FALSE
0.0,0.0,0.0,0.0,40.0,3998.333333,0.002439024,0.041869919,0.0,0.0,nov,,2.0,4.0,1.0,RETURNING_VISITOR,FALSE,FALSE
0.0,0.0,0.0,,3.0,18.0,0.1,0.111111111,0.0,0.0,NOV,3.0,2.0,2.0,13.0,RETURNING_VISITOR,false,false
3.0,67.75,,0.0,2.0,19.25,0.04,0.053333333,0.0,0.0,nan,1.0,1.0,3.0,20.0,NEW_VISITOR,FALSE,TRUE
0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.1,0.0,0.0,dec,1.0,1.0,1.0,10.0,RETURNING_VISITOR,false?,FALSE
9.0,141.75,2.0,310.5,9.0,123.5,0.0,0.017647059,0.0,0.0,dec,1.0,1.0,1.0,2.0,NAN$,false,false
0.0,0.0,0.0,,1.0,0.0,,0.2,0.0,0.0,nan,1.0,1.0,6.0,2.0,returning_visitor&,false,FALSE
8.0,203.4166667,0.0,0.0,116.0,3505.087955,0.0,,62.83957669,0.0,nov,,2.0,1.0,6.0,RETURNING_VISITOR,false#,TRUE
8.0,109.5714286,0.0,0.0,374.0,12499.37711,0.00198939,,6.420746096,0.0,nov,2.0,2.0,,2.0,returning_visitor,TRUE,nan
2.0,9.0,4.0,,401.0,12433.21865,0.006577408,0.022322606,,0.6039451114922814,nov,2.0,2.0,1.0,2.0,returning_visitor,false&,TRUE
,100.75,0.0,0.0,11.0,221.375,,0.015384615,0.0,0.0,NAN!,2.0,2.0,3.0,2.0,NEW_VISITOR,TRUE,false
0.0,0.0,0.0,0.0,96.0,5947.97123,0.0125,0.028333333,0.0,0.0,NAN,2.0,2.0,1.0,1.0,RETURNING_VISITOR,true,true
0.0,0.0,0.0,0.0,5.0,134.5,0.04,0.024,0.0,0.0,NOV,3.0,2.0,31.566440765205456,3.0,returning_visitor,true,false
2.0,,0.0,0.0,85.0,,0.002352941,0.016205882,0.0,0.0,NOV,,2.0,1.0,2.0,returning_visitor,nan,true
0.0,0.0,,26.0,316.79015521824886,4875.609432,0.01978022,,0.0,0.0,nov,2.0,2.0,7.0,1.0,RETURNING_VISITOR,false,true
3.0,101.6428571,0.0,0.0,137.0,3978.626167,0.001449275,0.004746377,81.75845837,0.0,nan,2.0,10.0,3.0,1.0,nan,FALSE,false
3.0,48.5,0.0,0.0,10.0,138.1666667,0.0,0.015384615,0.0,0.0,nov,2.0,2.0,1.0,2.0,NEW_VISITOR,true,FALSE
0.0,0.0,0.0,0.0,7.0,66.5,0.057142857,,0.0,0.0,nov,2.0,2.0,3.0,,RETURNING_VISITOR,false,nan
1.0,26.5,0.0,0.0,6.0,110.0,,0.1,0.0,0.0,nov@,3.0,2.0,,2.0,returning_visitor,FALSE,true
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,DEC,2.0,2.0,1.0,13.0,RETURNING_VISITOR,FALSE,false
0.0,,,,16.0,794.5416667,0.015686275,,0.0,,DEC,21.26179447589638,1.0,3.0,2.0,RETURNING_VISITOR,false,FALSE
0.0,,0.0,0.0,40.0,2426.266667,0.004878049,,0.0,0.0,nov,2.0,2.0,2.0,11.0,RETURNING_VISITOR,false,FALSE
11.0,188.8333333,5.054105118515974,,64.0,4829.625,0.004054054,0.017194337,48.60623685,0.0,nov,1.0,1.0,1.0,3.0,returning_visitor,FALSE?,TRUE
2.0,15.0,0.0,0.0,35.0,1776.083333,0.0,0.011428571,0.0,,DEC,2.0,2.0,4.0,1.0,returning_visitor,FALSE,false
2.0,7.0,0.0,0.0,7.0,98.55,0.05,0.058333333,0.0,0.0,NOV,3.0,2.0,3.0,11.0,RETURNING_VISITOR,true,FALSE
0.0,0.0,0.0,0.0,4.0,11945.534323185837,0.0,0.025,0.0,0.0,DEC,2.0,2.0,4.0,2.0,RETURNING_VISITOR,false,FALSE
7.0,105.375,,,48.0,1268.116667,0.022902098,0.027788462,0.0,0.0,NAN,1.0,1.0,8.0,1.0,returning_visitor,TRUE,false
2.0,157.0,0.0,0.0,5.0,85.5,0.0,0.025,0.0,0.6039451114922814,dec,2.0,4.0,6.0,2.0,new_visitor,NAN,nan
3.0,68.33333333,0.0,0.0,39.0,1263.864951,,0.025721669,14.94379331,,nov,,2.0,1.0,,returning_visitor%,FALSE,TRUE
7.0,95.75,0.0,0.0,41.0,1164.202381,,0.010606061,27.07846934,0.0,DEC,3.0,2.0,5.0,1.0,RETURNING_VISITOR,NAN,TRUE
0.0,809.2796353305108,0.0,0.0,14.0,599.5833333,0.0,0.016326531,0.0,0.0,nov&,2.0,2.0,1.0,20.0,returning_visitor,false,FALSE
1.0,0.0,4.0,154.8333333,224.0,5209.958128,0.008311643,0.021844997,0.0,0.6039451114922814,NAN,1.0,2.0,3.0,2.0,RETURNING_VISITOR,false,NAN
0.0,0.0,0.0,0.0,21.0,1005.833333,0.009090909,0.039393939,,0.0,dec,2.0,2.0,2.0,2.0,RETURNING_VISITOR,FALSE,FALSE
12.0,1028.833333,1.0,,155.0,6794.735417,0.002469136,0.015526696,59.85699127493774,0.0,nov,2.0,2.0,1.0,2.0,returning_visitor,false,TRUE
4.0,43.0,0.0,0.0,66.0,2544.053571,0.0,0.015920398,62.40576241,0.0,nov#,4.0,1.0,2.0,2.0,returning_visitor,FALSE,false
0.0,0.0,0.0,0.0,7.0,56.625,0.028571429,0.066666667,0.0,,DEC,3.0,2.0,1.0,20.0,NAN,FALSE,FALSE
0.0,0.0,0.0,334.9380199062564,1.0,0.0,0.2,,,0.0,NOV,7.0,1.0,1.0,3.0,NAN,FALSE,FALSE
8.0,,2.0,1652.0,43.0,1717.740476,0.0,0.018472224,18.07802206,0.0,dec,3.0,2.0,5.0,2.0,RETURNING_VISITOR,FALSE,nan
10.0,302.0833333,0.0,0.0,81.0,1778.663263,0.0,,,0.0,NOV,,1.0,1.0,8.0,new_visitor,TRUE,FALSE
,0.0,0.0,0.0,316.79015521824886,1246.708333,0.03030303,0.056986532,0.0,0.0,dec,3.0,2.0,1.0,2.0,RETURNING_VISITOR,FALSE,FALSE!
0.0,,0.0,0.0,13.0,342.9202381,0.0,0.011794872,0.0,0.0,NOV,3.0,2.0,3.0,2.0,new_visitor,TRUE,FALSE
8.0,121.425,3.0,273.5,,2565.797222,0.001869159,0.012071651,0.0,0.0,NOV!,2.0,2.0,,,RETURNING_VISITOR,TRUE,false*
0.0,0.0,,334.9380199062564,29.0,488.4090909,0.014285714,0.02173913,0.0,0.0,nov,1.0,8.0,1.0,40.82853953807848,NEW_VISITOR,NAN,true
0.0,0.0,0.0,0.0,9.0,148.3333333,0.066666667,0.088888889,0.0,0.0,DEC,2.0,2.0,3.0,2.0,nan,false,nan
6.0,81.75,0.0,0.0,152.0,4838.29406,0.003046557,,0.789591795,0.0,nov,2.0,2.0,2.0,2.0,returning_visitor,true,false
1.0,7.0,,364.9166667,248.0,7445.957075,0.004316069,0.015735624,1.26665917,0.0,NOV,2.0,2.0,1.0,2.0,returning_visitor,false,true
,0.0,5.054105118515974,14.0,119.0,2763.011332,0.005367232,0.007566642,0.0,0.0,NOV,3.0,2.0,3.0,13.0,returning_visitor?,nan,false
6.0,191.0,,26.5,37.0,,0.009302326,0.010077519,0.0,0.0,NAN,2.0,2.0,4.0,3.0,returning_visitor,false,FALSE
,0.0,,0.0,22.0,493.0,0.0,,55.5696756,0.0,NOV,4.0,,9.0,8.0,RETURNING_VISITOR?,true,TRUE
1.0,0.0,0.0,,25.0,293.4166667,0.0,0.013461538,0.0,0.0,nov,3.0,2.0,3.0,10.0,RETURNING_VISITOR,true,false
13.0,,0.0,0.0,87.0,2903.764417,0.00625,0.015280206,1.773369333,0.0,NAN,2.0,2.0,3.0,2.0,RETURNING_VISITOR,false,false
7.0,191.0,0.0,0.0,237.0,8956.097502,0.003094233,0.012109705,0.0,0.0,NOV,2.0,2.0,1.0,,RETURNING_VISITOR,false,false
23.17428988243371,0.0,0.0,0.0,13.0,182.25,0.046153846,0.076923077,0.0,,DEC,,2.0,,1.0,returning_visitor,false%,FALSE
1.0,206.0,2.0,69.5,,1140.791667,0.0,0.020707071,,0.0,NOV,2.0,2.0,4.0,2.0,returning_visitor,nan,TRUE
0.0,0.0,2.0,8.0,27.0,723.7666667,0.011494253,0.016387521,0.0,0.6039451114922814,nov,1.0,1.0,1.0,2.0,RETURNING_VISITOR,TRUE,FALSE
0.0,0.0,1.0,0.0,10.0,1584.25,0.02,,0.0,,DEC!,2.0,23.63535059146237,1.0,8.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,0.0,23.0,723.0,0.015873016,0.026077098,0.0,0.0,NAN!,3.0,,2.0,13.0,RETURNING_VISITOR,false#,FALSE
5.0,,1.0,0.0,117.0,7468.860173,0.012900188,0.020948132,,0.0,NOV,3.0,2.0,1.0,,RETURNING_VISITOR,false,false
1.0,,0.0,0.0,22.0,610.975,0.031818182,0.072727273,0.0,,nov,1.0,1.0,1.0,2.0,RETURNING_VISITOR,FALSE,FALSE
2.0,21.0,0.0,0.0,11.0,276.5,0.0,0.015384615,0.0,0.0,nan,2.0,2.0,7.0,2.0,RETURNING_VISITOR,false,false
0.0,0.0,0.0,0.0,6.0,47.25,0.0,0.033333333,0.0,0.0,dec!,2.0,,1.0,1.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,0.0,,,0.0,0.066666667,0.0,0.0,dec,2.0,2.0,31.566440765205456,13.0,returning_visitor,false,false
0.0,,0.0,0.0,11.0,431.1666667,0.0,0.004545455,0.0,0.0,nov,1.0,,1.0,2.0,RETURNING_VISITOR,false,false
0.0,0.0,2.0,19.5,48.0,1249.75,0.008333333,,0.0,0.0,dec,2.0,2.0,1.0,,RETURNING_VISITOR,FALSE,FALSE
,0.0,0.0,0.0,16.0,242.75,0.0,0.004910714,0.0,0.0,NOV,1.0,8.0,2.0,11.0,RETURNING_VISITOR,TRUE$,false
0.0,0.0,0.0,0.0,22.0,366.75,,0.040909091,0.0,0.0,nov#,2.0,2.0,,1.0,RETURNING_VISITOR,FALSE,NAN
,0.0,0.0,,7.0,182.5,,0.076190476,0.0,0.0,NOV,3.0,2.0,,13.0,returning_visitor,FALSE,FALSE
11.0,88.375,1.0,0.0,81.0,3230.546573,0.0,0.017862319,15.38432962,0.0,nov,1.0,1.0,7.0,2.0,returning_visitor,FALSE,TRUE
0.0,0.0,0.0,0.0,19.0,1195.375,,0.036090226,,0.0,nov,2.0,2.0,4.0,13.0,returning_visitor,FALSE,false
3.0,69.8,0.0,0.0,81.0,11945.534323185837,,,0.0,0.0,nov,2.0,2.0,1.0,2.0,NAN,false,FALSE
10.0,720.5,,,220.0,10580.34479,0.004767742,0.022140924,0.0,0.0,nov,2.0,2.0,1.0,1.0,returning_visitor,false?,false
5.0,112.25,0.0,0.0,55.0,,0.006779661,0.004699538,0.0,0.0,nov,3.0,2.0,1.0,2.0,NAN,TRUE&,FALSE
3.0,50.0,5.0,248.75,39.0,1034.3125,0.013043478,0.017826087,0.0,0.0,nan,1.0,1.0,1.0,2.0,nan,false,false
2.0,40.41666667,,0.0,33.0,1477.734676,0.0,0.018970588,9.694154066,0.0,dec,2.0,,4.0,1.0,RETURNING_VISITOR,TRUE,FALSE
0.0,0.0,2.0,,1.0,0.0,0.066666667,0.133333333,0.0,0.0,NAN@,1.0,1.0,1.0,2.0,RETURNING_VISITOR,FALSE,false
11.0,449.75,0.0,0.0,316.79015521824886,1786.109649,0.0,0.017118644,,,NOV,1.0,1.0,1.0,2.0,returning_visitor,FALSE,FALSE&
0.0,809.2796353305108,0.0,0.0,316.79015521824886,1787.5,0.1,0.15,0.0,0.0,NOV,3.0,2.0,3.0,13.0,returning_visitor!,FALSE,false
0.0,,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,dec,8.0,13.0,9.0,20.0,other,false,false
8.0,117.5,,0.0,8.0,11945.534323185837,0.0,0.016666667,0.0,,NOV,1.0,1.0,2.0,,RETURNING_VISITOR,true,true
4.0,107.75,0.0,0.0,15.0,369.05,0.005555556,,0.0,0.0,nov,,2.0,8.0,1.0,RETURNING_VISITOR%,FALSE,FALSE
23.17428988243371,98.0,0.0,334.9380199062564,,1407.375,0.0,0.006666667,39.59436227,0.0,DEC,2.0,2.0,4.0,1.0,RETURNING_VISITOR,true,true
5.0,172.8492647,,0.0,33.0,2002.814281,0.0,0.029566569,18.13388282,0.0,NOV,2.0,2.0,1.0,11.0,NAN,FALSE,false
0.0,0.0,2.0,75.5,,4008.578283,0.003003003,0.01899841,0.0,0.0,NOV,2.0,2.0,1.0,2.0,RETURNING_VISITOR,FALSE%,true!
,0.0,2.0,183.0,,866.4166667,0.0,,0.0,0.0,nan,21.26179447589638,1.0,3.0,,returning_visitor@,TRUE,FALSE
0.0,0.0,0.0,0.0,9.0,436.0,0.0,0.022222222,0.0,0.0,nov!,2.0,,,2.0,returning_visitor,FALSE,FALSE
0.0,0.0,0.0,0.0,,,0.0125,0.0625,0.0,0.0,NOV#,2.0,2.0,1.0,11.0,NEW_VISITOR,true,FALSE
1.0,18.25,0.0,0.0,82.0,2796.316667,0.005185185,0.019584736,0.0,0.0,nov,,2.0,1.0,6.0,returning_visitor,false,false
0.0,0.0,0.0,0.0,222.0,8068.742154,,0.43188251950180384,4.789722625,0.0,nov?,,2.0,2.0,1.0,returning_visitor,true,FALSE
0.0,0.0,,0.0,8.0,160.25,0.0125,0.075,0.0,0.0,NOV,3.0,2.0,1.0,,nan,FALSE!,nan
2.0,229.5,,0.0,31.0,1909.232143,0.0125,0.034375,17.15249937,0.0,dec,2.0,2.0,3.0,,returning_visitor,false,nan
9.0,186.5,3.0,138.75,76.0,2002.230612,0.0025,,0.0,0.0,NOV,2.0,23.63535059146237,1.0,1.0,returning_visitor#,FALSE,FALSE
0.0,0.0,0.0,0.0,15.0,1677.178571,,0.43188251950180384,0.0,0.0,nov,3.0,2.0,4.0,2.0,RETURNING_VISITOR,true$,false
5.0,98.35,0.0,0.0,279.0,9485.374568,0.003113824,0.018561894,0.651781814,0.0,NOV*,2.0,2.0,1.0,2.0,RETURNING_VISITOR,true,false
9.0,162.4911765,,0.0,32.0,1162.797222,0.0,0.020175439,47.99566725,0.0,NOV,1.0,2.0,1.0,8.0,returning_visitor,nan,true
16.0,164.925,5.0,66.875,64.0,1899.598899,0.010964912,0.029949875,83.78651166,0.0,NOV,3.0,2.0,1.0,3.0,returning_visitor,TRUE,false
1.0,28.5,0.0,0.0,21.0,1089.625,0.01,0.033333333,0.0,0.0,nov,2.0,2.0,1.0,20.0,returning_visitor,FALSE,false
3.0,171.75,3.0,,49.0,1435.772114,0.01509434,0.013579188,0.0,0.0,nov,1.0,1.0,1.0,2.0,returning_visitor,false,FALSE
18.0,514.075,5.054105118515974,67.5,178.0,6630.479365,0.003645833,0.010805067,0.0,0.0,nov,,2.0,1.0,8.0,returning_visitor!,FALSE,TRUE
1.0,12.0,1.0,11.0,,6194.852381,0.015540541,0.032152607,0.0,0.0,nov,21.26179447589638,2.0,9.0,,returning_visitor,FALSE,false$
6.0,172.125,0.0,0.0,122.0,2767.366071,0.000533333,0.004071111,39.75249992,0.0,DEC,4.0,1.0,1.0,2.0,returning_visitor,false,false
,0.0,2.0,148.5,72.0,2271.553571,0.002702703,,0.0,0.0,dec,2.0,2.0,1.0,2.0,nan,FALSE,false
0.0,0.0,0.0,0.0,5.0,325.1666667,0.0,,0.0,0.0,NOV,1.0,1.0,3.0,3.0,returning_visitor,FALSE,false
4.0,809.2796353305108,,0.0,47.0,1477.394841,,0.021527778,0.0,0.0,NOV,1.0,,,2.0,returning_visitor!,false,NAN
,0.0,0.0,0.0,,56.5,0.0,0.05,0.0,0.0,NOV,8.0,2.0,1.0,3.0,NAN,FALSE,FALSE
,,0.0,0.0,18.0,343.8333333,0.0,0.0125,38.3399435,0.0,DEC,2.0,13.0,9.0,20.0,NEW_VISITOR,FALSE,TRUE
2.0,255.0,0.0,0.0,10.0,173.4333333,0.03,0.43188251950180384,0.0,0.0,DEC,,2.0,1.0,1.0,returning_visitor,TRUE,false@
0.0,0.0,0.0,,47.0,1697.058333,0.004347826,,1.990788672,0.0,DEC,2.0,2.0,7.0,1.0,returning_visitor,FALSE,nan
9.0,344.0,0.0,0.0,22.0,1860.25,0.0,,12.94438665,,DEC,2.0,23.63535059146237,7.0,1.0,RETURNING_VISITOR,false,TRUE%
1.0,25.5,0.0,0.0,12.0,122.6666667,,0.014285714,0.0,0.0,NAN,1.0,1.0,1.0,8.0,NEW_VISITOR,TRUE,FALSE
7.0,809.2796353305108,0.0,0.0,,107.0,0.0,0.43188251950180384,,0.0,NAN,1.0,1.0,4.0,2.0,new_visitor,NAN,false
0.0,0.0,0.0,0.0,15.0,267.7333333,,,0.0,0.0,nov,3.0,2.0,3.0,11.0,NAN,TRUE!,false
3.0,22.0,,0.0,10.0,,0.025,0.0375,0.0,0.0,dec,4.0,2.0,3.0,,returning_visitor,NAN,FALSE@
23.17428988243371,154.5,0.0,,9.0,308.3333333,,0.0125,,,nov,1.0,2.0,2.0,,returning_visitor,nan,FALSE
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,dec,,,2.0,1.0,RETURNING_VISITOR,nan,false
1.0,5.5,2.0,28.0,20.0,929.3333333,,0.015333333,0.0,0.0,dec,2.0,2.0,6.0,2.0,RETURNING_VISITOR,FALSE@,FALSE
4.0,181.5,0.0,0.0,34.0,2265.571429,,0.018018018,28.11367347,0.0,NOV,4.0,1.0,,1.0,RETURNING_VISITOR,true,true
0.0,,0.0,0.0,12.0,168.0,0.041666667,0.063888889,0.0,0.0,nan@,2.0,2.0,1.0,1.0,returning_visitor,FALSE,false
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,NOV,2.0,2.0,1.0,6.0,new_visitor,FALSE,false
0.0,0.0,0.0,,24.0,663.0,0.0375,0.066666667,0.0,0.0,nan,2.0,2.0,1.0,1.0,returning_visitor,FALSE,false
1.0,0.0,0.0,,,1009.430952,0.006,,4.803305732,0.0,NOV,1.0,1.0,1.0,10.0,returning_visitor,TRUE*,nan
0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,nov%,3.0,2.0,31.566440765205456,1.0,NAN,nan,NAN
8.0,112.0,0.0,0.0,27.0,601.0864146,0.012643678,0.019984651,0.0,,dec,1.0,1.0,2.0,8.0,NAN,false,nan
0.0,0.0,0.0,0.0,6.0,529.5,,0.04,44.443614,0.0,DEC,2.0,2.0,31.566440765205456,1.0,returning_visitor,false,true
0.0,,0.0,0.0,10.0,640.875,0.0,0.011111111,18.85445822,0.0,NOV,2.0,2.0,1.0,2.0,RETURNING_VISITOR,FALSE,true
,90.5,0.0,0.0,15.0,369.5,0.0,0.025,0.0,0.0,NOV,3.0,2.0,2.0,2.0,NAN,TRUE,false
1.0,,0.0,0.0,32.0,534.2638889,0.0,0.011111111,87.74978701,0.0,DEC,1.0,2.0,1.0,40.82853953807848,returning_visitor,NAN@,NAN
0.0,0.0,0.0,0.0,12.0,,0.0,0.019444444,0.0,0.0,dec,3.0,,1.0,11.0,NAN,FALSE,FALSE
2.0,18.6,0.0,0.0,85.0,2834.280117,0.004883721,0.013388945,37.42337649,0.0,nov,2.0,,1.0,1.0,RETURNING_VISITOR?,NAN,false
4.0,64.5,0.0,0.0,17.0,145.5,0.0125,,0.0,0.0,NOV,2.0,2.0,4.0,8.0,RETURNING_VISITOR,false,nan
6.0,,0.0,0.0,24.0,465.7321429,0.0,0.015384615,0.0,0.0,nan,4.0,,1.0,2.0,new_visitor%,FALSE,false
0.0,,0.0,0.0,29.0,1073.295779,0.013793103,0.017471264,0.0,0.0,dec,1.0,1.0,,3.0,returning_visitor,TRUE,false
2.0,20.75,0.0,0.0,22.0,868.6785714,0.002777778,0.019722222,62.51664293,0.0,nan,,2.0,1.0,2.0,RETURNING_VISITOR,FALSE,FALSE
0.0,0.0,0.0,0.0,4.0,39.25,0.0,0.05,0.0,0.0,NOV,4.0,2.0,1.0,1.0,nan,FALSE,false
0.0,0.0,0.0,0.0,,351.5,0.05,,0.0,0.0,nan!,2.0,2.0,5.0,,NAN,FALSE,false
3.0,138.5,6.0,292.0,26.0,807.0833333,0.002083333,0.011458333,0.0,0.0,DEC,3.0,2.0,1.0,8.0,returning_visitor,TRUE#,FALSE
3.0,91.5,4.0,333.8333333,,3041.676452,0.011764706,0.030932814,0.0,0.0,nov,2.0,2.0,1.0,2.0,RETURNING_VISITOR,false,true
8.0,163.375,0.0,,,403.4166667,0.0,0.005,0.0,0.0,DEC,2.0,2.0,9.0,2.0,NEW_VISITOR,NAN,false
2.0,16.0,0.0,0.0,10.0,399.0,,0.046153846,0.0,0.0,NOV,1.0,1.0,1.0,8.0,returning_visitor,false,false
7.0,809.2796353305108,0.0,0.0,101.0,2186.145833,0.0,0.004807692,32.13922216,,nov$,,2.0,1.0,1.0,returning_visitor,false,false
6.0,461.0,0.0,0.0,,111.0,,0.011111111,0.0,0.0,dec,3.0,3.0,3.0,8.0,NEW_VISITOR,false,false
0.0,0.0,1.0,6.0,,720.15,0.005128205,0.017948718,0.0,0.0,nov,2.0,4.0,7.0,2.0,returning_visitor,FALSE,FALSE
23.17428988243371,19.0,1.0,14.0,74.0,2408.579762,0.0,0.016621622,0.0,0.0,NOV,2.0,2.0,,2.0,returning_visitor,false,nan
3.0,13.33333333,,68.5,72.0,1602.35,,0.038988095,0.0,0.0,nov,2.0,2.0,,2.0,RETURNING_VISITOR,false,false
0.0,0.0,0.0,0.0,5.0,150.25,0.04,0.12,59.85699127493774,0.0,NOV,1.0,23.63535059146237,3.0,3.0,RETURNING_VISITOR,false,false
4.0,146.0,0.0,,14.0,11945.534323185837,0.0,0.0125,0.0,0.0,DEC,2.0,23.63535059146237,4.0,2.0,NEW_VISITOR,true,FALSE
0.0,0.0,0.0,0.0,37.0,1234.525,0.0,0.020720721,0.0,0.0,DEC,1.0,2.0,5.0,,RETURNING_VISITOR,FALSE,FALSE
4.0,100.0,0.0,0.0,,954.9083333,0.0,0.008521303,0.0,0.0,nov,1.0,2.0,8.0,2.0,returning_visitor,nan,FALSE
,0.0,,334.9380199062564,45.0,3740.291667,0.012765957,0.041884498,0.0,0.0,DEC,2.0,10.0,,1.0,returning_visitor,TRUE,NAN
0.0,0.0,0.0,0.0,36.0,759.0833333,0.008333333,0.025925926,59.85699127493774,0.0,nov,2.0,2.0,5.0,2.0,RETURNING_VISITOR,TRUE,false
2.0,76.0,0.0,0.0,33.0,831.1111111,,0.0125,77.97458009,0.0,DEC,2.0,2.0,4.0,2.0,RETURNING_VISITOR,true#,NAN
0.0,0.0,0.0,0.0,6.0,168.0,,0.011111111,0.0,0.0,NOV,1.0,1.0,1.0,2.0,NEW_VISITOR,TRUE,false
4.0,91.0,0.0,0.0,20.0,537.625,0.0,0.01,0.0,0.0,dec,8.0,,9.0,20.0,other,FALSE*,false
1.0,37.5,0.0,0.0,5.0,65.5,0.033333333,0.066666667,0.0,0.0,nan,1.0,23.63535059146237,3.0,3.0,new_visitor,nan,false
0.0,,0.0,0.0,20.0,333.0,0.021052632,0.036842105,,0.0,dec,2.0,2.0,1.0,1.0,RETURNING_VISITOR,false!,false
0.0,0.0,5.054105118515974,0.0,1.0,,0.2,0.2,0.0,0.0,DEC,1.0,1.0,1.0,1.0,RETURNING_VISITOR,TRUE,false
