age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target,column_name
24,blue-collar,married,SECONDARY,no,272,no,no,cellular,16,nov,105,2,94,2,succses,yes,
33,blue-collar,marride,primary,no,195,no,no,cellular,16,nov,984,5,-1,0,UNKNOWN,yes,
31,STUDENT,single,unknonw,no,376,on,no,CELLULAR,16,nvo,202,1,96,2,other,no,
75,RETIRED,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes,
40,admin.,married,TERTIARY,no,764,yes,no,unknown,17,onv,85,1,-1,0,unknown,yes,
62,retired,married,SECONDARY,no,298,no,no,cellular,17,nov,709,2,-1,0,unknown,yes,
63,retired,married,secondary,no,708,no,no,cellular,17,nov,168,2,-1,0,UNKNOWN,no,
52,management,marired,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,FAILRUE,yes,
62,management,married,teritary,no,10373,no,no,cellular,17,nov,140,3,97,3,FAILURE,no,
57,houesmaid,divorced,primary,no,8278,on,no,cellular,17,nov,408,3,-1,0,UNKNOWN,no,
55,etchnician,divorced,tertiary,no,0,no,no,CELLULAR,17,nov,134,2,91,1,success,yes,
71,RETIRED,married,secondray,no,5715,no,no,CELLULAR,17,nov,747,2,-1,0,unknown,yes,
59,self-employed,married,tertiary,on,2013,no,no,cellulra,17,nov,409,2,-1,0,UNKNOWN,yes,
78,reitred,married,tertiary,no,1204,no,no,TELEPHONE,17,nov,135,1,-1,0,unknown,yes,
35,tecnhician,married,secondary,no,4922,yes,no,cellular,17,onv,393,4,201,17,other,yes,
52,technician,married,SECONDARY,no,234,no,no,CELLULAR,17,nov,255,1,-1,0,UNKNOWN,yes,
29,UNEMPLOYED,single,PRIMARY,no,1374,no,no,CELLULAR,17,nov,309,3,208,4,SUCCESS,yes,
42,management,married,tertiary,no,2187,yes,on,cellular,17,nov,525,3,-1,0,UNKNOWN,yes,
53,technicain,marired,SECONDARY,no,163,yes,yes,CELLULAR,24,nvo,108,1,-1,0,UNKNOWN,no,
52,housemaid,married,UNKNOWN,no,2337,yes,no,CELLULAR,24,nov,190,3,91,11,failure,no,
37,management,married,tertiary,no,0,no,no,cellular,24,nov,187,2,-1,0,UNKNOWN,no,
61,ADMNI.,divorced,TERTIARY,no,89,no,no,cellular,24,nov,141,2,95,2,OTHER,no,
38,management,single,SECONDARY,no,293,no,yes,CELLULAR,24,nov,166,2,-1,0,unknown,no,
70,retierd,married,PRIMARY,no,3230,no,on,cellular,24,nov,112,1,-1,0,UNKNOWN,no,
24,blue-collar,single,RPIMARY,on,1033,yes,no,cellular,24,nov,283,1,-1,0,unknown,no,
20,student,sinlge,secondary,no,215,on,no,CELLULAR,24,nov,325,1,95,5,SUCCESS,yes,
42,MANAGEMENT,married,PRIMARY,no,5310,yes,no,CELLULAR,25,nov,968,2,97,4,SUCCESS,yes,
49,management,married,tertiary,no,2187,no,no,CELLULAR,25,nov,92,2,-1,0,unknown,no,
27,tcehnician,single,TERTIARY,on,11862,no,no,cellular,25,nov,285,2,97,7,success,yes,
30,management,single,TERTIARY,on,265,no,no,cellulra,25,nov,295,1,93,3,SUCCESS,no,
23,student,single,secondary,no,922,on,no,cellular,25,nov,242,1,85,8,failure,no,
36,ADMIN.,married,TERTIARY,on,0,no,no,cellular,25,nov,106,1,205,2,other,no,
61,TECHNICIAN,married,primary,on,2282,no,no,CELLULAR,25,nov,1092,1,-1,0,UNKNOWN,no,
51,admin.,married,secondary,no,1216,no,no,CELLUALR,25,nov,421,1,-1,0,unknown,no,
33,MANAGEMENT,married,tertiary,no,334,no,no,CELLULAR,25,nov,87,1,-1,0,UNKNOWN,no,
31,MANAGEMENT,single,TERTIARY,no,9421,no,no,CELLULAR,25,nov,372,1,-1,0,UNKNOWN,yes,
39,technicina,married,SECONDARY,no,1820,no,no,CELLULAR,25,onv,103,1,-1,0,unknwon,no,
53,technician,married,SECONDARY,no,65,no,no,cellular,25,nov,99,1,92,2,failure,no,
31,admin.,single,secondary,no,4198,no,no,CELLULAR,25,nov,234,1,-1,0,UNKNOWN,yes,
38,MANAGEMENT,married,unknown,no,3576,on,no,cellular,25,nov,349,2,183,1,success,yes,
28,STUDENT,single,SECONDARY,no,1925,on,no,cellular,25,nvo,487,1,97,2,FAILURE,yes,
38,technician,married,secondary,no,6728,no,no,CELLULAR,25,onv,232,1,96,4,SUCCESS,yes,
72,RETIRED,married,SECONDARY,no,1129,no,no,cellular,25,nov,208,1,91,1,success,yes,
37,MANAGEMENT,married,TERTIARY,no,4842,yes,no,cellular,25,nov,170,1,-1,0,UNKNOWN,no,
29,ADMIN.,single,secondary,no,265,yes,no,CLELULAR,25,nov,414,1,184,1,FALIURE,yes,
34,ADMIN.,married,tertiary,no,69,no,yes,cellular,25,nov,296,1,205,2,FAILURE,yes,
64,RETIRED,divorced,PRIMARY,on,1840,no,no,CELLULAR,25,nov,237,1,85,4,OTHER,no,
61,RETIRED,divorced,primary,on,3624,no,no,CELLULAR,25,nov,342,1,-1,0,unknown,yes,
27,blue-collar,singel,TERTIARY,no,567,no,no,cellular,25,nov,238,2,184,1,success,yes,
46,housemaid,married,SECONDARY,no,38,on,no,cellular,25,nov,541,1,-1,0,UNKNOWN,yes,
57,BLUE-COLLAR,divorced,PRIAMRY,on,1299,no,no,CELLULAR,27,nov,142,2,-1,0,UNKNOWN,no,
52,blue-collar,married,secondary,no,1797,yes,on,CELLULAR,27,nov,92,2,99,1,failure,no,
77,RETIRED,married,primary,no,680,no,no,TELEPHONE,27,nov,341,4,94,3,FAILURE,no,
53,TECHNICIAN,marired,SECONDARY,no,1982,yes,yes,cellular,27,nov,160,1,-1,0,unknown,yes,
83,RETIRED,divorced,primary,no,20,no,no,CELLULAR,27,nov,65,3,-1,0,UNKNOWN,no,
35,TECHNICIAN,single,SECONDARY,no,204,yes,no,cellular,30,nov,110,3,189,1,SUCCESS,no,
58,TCEHNICIAN,married,secondary,no,3399,no,no,TELEPHONE,30,nvo,1628,2,188,8,success,yes,
46,TECHNICIAN,married,tertiray,no,31630,no,on,CELLULAR,30,onv,448,2,214,1,failure,no,
63,unemployed,married,PRIMARY,no,0,no,no,TELEPHONE,30,nov,337,3,-1,0,UNKNOWN,no,
58,RETIRED,married,PRIMARY,no,4007,no,no,cellular,30,nov,598,4,-1,0,unkonwn,no,
51,technician,married,TERTIARY,no,2506,no,no,CELLULAR,30,nov,210,3,-1,0,unknown,no,
25,STUDENT,single,SECONDARY,no,304,no,no,cellular,30,nov,152,1,188,2,SUCCESS,no,
66,MANAGEMENT,married,unknown,no,2149,yse,no,CELLULAR,30,nov,151,6,103,4,OTHER,no,
45,admin.,married,unknown,no,2033,on,no,cellular,30,nov,123,1,186,4,faiulre,no,
22,student,single,TERTIARY,no,691,no,no,cellulra,30,nov,260,5,103,1,success,yes,
32,entrepreneur,married,secondary,no,390,no,no,cellular,30,nov,152,1,-1,0,unknown,no,
33,TECHNICIAN,married,tertiary,no,8023,on,no,cellular,30,nov,107,1,105,3,FAILURE,no,
28,admin.,single,SECONDARY,no,520,yse,no,CELLULAR,30,nov,113,1,168,1,FAILURE,no,
28,admin.,married,SECONDARY,no,330,no,no,CELLULAR,2,dec,357,1,188,3,other,yes,
31,technician,married,SECONDARY,no,318,no,no,CELLULAR,2,dec,310,1,-1,0,UNKNOWN,yes,
26,BLUE-COLLAR,single,tertiary,no,644,no,no,cellular,2,dec,346,1,-1,0,UNKNOWN,yes,
60,RETIRED,dviorced,TERTIARY,no,4,yes,no,cellular,2,dec,415,1,190,5,FAILURE,yes,
44,UNKNOWN,single,UNKNONW,no,18881,no,no,cellular,2,dec,187,2,-1,0,unknown,no,
29,TECHNICIAN,single,SECONDARY,no,1165,no,no,cellular,3,edc,244,2,184,1,success,yes,
32,management,single,tertiary,no,84,no,no,telephone,3,dec,37,1,-1,0,UNKNOWN,no,
36,admin.,divocred,TERTIARY,no,4708,no,no,cellular,3,edc,284,1,171,1,failure,yes,
68,RETIRED,married,TERTIARY,no,2820,no,no,CELLULRA,3,dec,154,1,97,2,FAILURE,yes,
48,management,married,tertiary,no,1147,on,no,cellular,3,dec,155,1,120,3,success,yes,
53,unemployed,married,PRIMARY,no,980,yes,no,CELLULAR,3,dec,352,1,-1,0,UNKNOWN,yes,
27,BLUE-COLLAR,single,SECONDARY,on,-46,yes,no,cellular,3,dec,97,3,199,8,other,no,
39,services,married,SECONDARY,no,323,no,no,cellular,3,dec,1804,3,182,3,OTHER,no,
39,technicain,married,secondary,no,2983,no,no,cellular,3,dec,472,1,-1,0,unknown,yes,
61,housemaid,married,primary,no,175,no,no,TELEPHONE,3,dec,237,1,-1,0,UNKNOWN,no,
25,student,single,tertiray,no,1189,no,no,CLELULAR,3,dec,110,1,183,1,SUCCESS,no,
28,services,single,SECONDARY,no,339,no,no,cellular,3,dec,350,1,182,1,succses,yes,
29,HOUSEMAID,single,TERTIARY,no,19,no,no,cellular,3,dec,274,1,230,1,success,yes,
72,retired,married,unknown,no,1940,no,no,TELEPHONE,4,dec,705,2,-1,0,unknown,yes,
29,management,single,tertiary,no,1445,no,no,CELLULAR,4,dec,271,2,-1,0,unknonw,yes,
26,STUDENT,single,tertiary,no,294,no,no,CELLULAR,4,dec,208,2,-1,0,UNKNOWN,yes,
49,MANAGEMENT,married,tertiary,no,5887,no,no,CELLULAR,4,edc,439,3,185,5,success,yes,
42,blue-collar,married,SECONDARY,on,2913,no,no,CELLULAR,4,dec,127,2,184,2,SCUCESS,no,
43,management,single,tertiary,no,11891,no,no,cellular,4,dec,821,5,242,1,SUCCESS,yes,
31,STUDENT,single,UNKNOWN,no,988,no,no,CELLULAR,4,dec,377,5,191,11,other,no,
33,technician,married,SECONDARY,no,711,no,on,CELLULAR,4,dec,78,2,-1,0,unknown,no,
69,retired,divorced,secondary,no,344,no,no,cellular,4,edc,55,2,-1,0,unknown,no,
28,student,sinlge,UNKNOWN,on,78,no,no,cellular,4,dec,232,3,310,2,failure,yes,
44,ADMIN.,singel,SECONDARY,no,733,yes,no,CELLULAR,4,dec,360,2,105,5,SUCCESS,yes,
73,RETIRED,idvorced,primary,no,5028,no,no,cellular,4,dce,696,10,-1,0,unknown,yes,
58,ADMIN.,single,secondary,no,2223,no,no,cellular,4,dec,1139,2,114,1,SUCCESS,no,
27,STUDENT,single,UNKONWN,no,3511,on,no,cellular,4,dec,300,3,-1,0,UNKNOWN,no,
27,student,single,secondary,no,91,no,no,telephone,4,dec,157,6,95,37,OTHER,no,
38,services,married,secondary,no,5000,on,no,cellular,4,dec,720,5,536,5,FAILURE,no,
39,management,married,TERTIARY,no,481,no,no,CELLULAR,7,dec,929,5,189,1,OTHER,yes,
61,management,married,tertiary,no,0,yes,yes,CELLULAR,7,dec,85,2,-1,0,unknown,no,
31,admin.,married,SECONDARY,no,389,yes,no,cellular,7,dec,69,1,185,2,failure,no,
42,admin.,single,secondary,no,684,on,no,cellular,7,dce,163,1,186,1,success,no,
42,management,marride,tertiary,no,144,on,no,cellular,7,dec,143,1,283,3,failure,no,
64,RETIRED,married,SECONDRAY,no,1220,no,on,cellular,7,dec,138,1,-1,0,UNKNOWN,no,
61,RETIRED,divorced,SECONDARY,no,1761,on,no,CELLULAR,7,dec,334,3,-1,0,unknown,no,
45,TECHNICIAN,married,secondary,on,0,yse,no,CELLULAR,7,edc,344,1,-1,0,unknown,yes,
61,retired,married,PRIMARY,no,103,no,no,CELLULAR,7,dec,292,1,-1,0,unknown,no,
34,SELF-EMPLOYED,single,SECONDARY,no,360,yes,no,CELLULAR,7,dec,371,1,-1,0,unknown,no,
32,ADMIN.,single,secondary,no,8626,no,on,cellular,7,dec,200,1,196,2,failure,no,
25,BLUE-COLLAR,single,SECONDARY,no,1163,no,no,cellular,7,dec,262,3,-1,0,UNKNOWN,no,
29,DAMIN.,single,TERTIARY,no,135,no,no,cellular,7,dec,248,1,-1,0,UNKNOWN,no,
81,retired,married,SECONDARY,no,93,no,no,cellular,7,dec,164,1,-1,0,UNKNOWN,no,
29,STUDENT,single,SECONDARY,no,314,no,no,cellular,7,dec,415,2,116,4,FAILURE,yes,
51,admin.,married,SECONDARY,no,241,no,on,CELLULAR,7,dec,308,2,-1,0,unknown,yes,
72,RETIRED,married,unknown,no,413,no,no,TELEPHONE,7,dec,358,6,-1,0,unknown,no,
80,RETIRED,married,SECONDARY,no,462,no,no,CELLULAR,7,dec,127,2,-1,0,unknown,no,
52,ENTREPRENERU,married,primary,no,657,no,no,telephone,7,dec,91,2,217,1,OTHER,no,
38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,7,dec,347,4,186,5,SUCCESS,no,
31,technician,married,SECONDARY,no,684,yes,no,cellular,7,dec,620,3,-1,0,UNKNOWN,yes,
30,STUDENT,singel,secondary,no,1681,no,no,CELLULAR,7,dec,329,2,-1,0,unnkown,yes,
22,student,single,SECONDARY,no,120,no,no,cellular,7,dec,245,5,-1,0,unknown,no,
50,ADMIN.,married,secondary,on,10250,yes,no,CELLULAR,7,dec,254,3,385,2,other,yes,
29,TECHNICIAN,isngle,TERTIARY,no,2489,yes,no,cellular,7,dec,1002,3,283,2,SUCCESS,no,
42,MANAGEMENT,married,tertiary,no,254,no,no,CELLULAR,9,dec,288,7,183,4,SUCCESS,yes,
37,DAMIN.,married,secondary,no,0,yes,no,CELLULAR,9,dec,179,1,190,1,SUCCESS,yes,
34,management,married,tertiary,no,250,no,no,CELLULAR,9,dec,787,1,188,8,OHTER,no,
24,STUDENT,single,secondary,no,1847,no,no,CELULLAR,9,dec,390,1,-1,0,UNKNOWN,no,
53,bleu-collar,single,SECONDARY,no,1442,no,no,TELEPHONE,9,dec,137,8,188,2,other,no,
30,MANAGEMENT,married,TERTIARY,no,1077,no,no,CELLULAR,9,dec,124,1,-1,0,unknown,no,
27,management,single,TERTIARY,no,1623,no,no,CELLULAR,9,dec,161,1,190,1,sucecss,no,
34,TECHNICIAN,married,SECONDARY,no,294,yes,no,CELLULAR,9,dec,265,1,184,3,success,yes,
49,ETCHNICIAN,married,SECONDARY,no,307,no,no,CELLULAR,9,dec,854,1,-1,0,unknown,yes,
59,unempolyed,married,secondary,no,957,no,no,CELLULAR,9,dec,479,2,-1,0,UNKNOWN,yes,
80,retired,married,primary,no,155,on,no,telephone,9,dec,343,2,-1,0,unknown,yes,
86,RETIRED,single,SECONDARY,no,614,no,no,TELEPHONE,9,dec,595,1,-1,0,UNKNOWN,yes,
69,retired,married,UKNNOWN,on,426,no,no,telephone,9,dce,395,1,-1,0,unknown,yes,
79,RETIRED,married,SECONDARY,on,8304,no,on,cellular,9,dec,456,2,275,9,success,yes,
71,retired,married,secondary,no,91,no,no,telephone,9,dce,87,6,-1,0,unknown,no,
57,retired,divorced,primary,no,698,no,no,telephone,9,dec,135,3,191,2,failure,no,
35,TECHNICAIN,married,SECONDARY,no,13658,yes,no,TELEPHONE,9,dce,220,2,-1,0,UNKNONW,no,
41,UNEPMLOYED,mraried,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,yes,
36,SERVICES,married,SECONDARY,no,4721,no,no,cellular,9,dec,149,3,-1,0,unknown,yes,
49,MANAGEMENT,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,yes,
69,retired,married,SECONDARY,no,3588,yes,no,cellular,10,dec,429,1,-1,0,UNKNOWN,yes,
66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes,
61,retired,married,primray,no,421,no,no,cellular,10,dec,112,2,-1,0,UNKNOWN,no,
32,management,divorced,tertiary,no,883,yes,no,CELLULAR,10,dec,798,1,185,5,other,yes,
28,management,single,tertiary,no,1351,no,no,CELLULAR,10,dec,267,1,-1,0,UNKNOWN,no,
47,MANAGEMENT,signle,TERTIARY,no,4402,on,no,telephone,10,dec,805,1,190,1,OTHER,yes,
22,student,single,tertiary,no,1258,no,no,CELLULAR,10,dec,182,1,156,1,FAILURE,no,
57,AMNAGEMENT,married,TERTIARY,no,1016,no,no,TELEPHONE,10,dec,208,1,-1,0,UNKNOWN,no,
58,MANAGEMENT,married,tertiary,no,256,no,no,cellular,10,dec,422,1,188,3,USCCESS,yes,
64,RETIRED,married,PRIMARY,no,43,no,no,CELLULAR,10,dec,232,1,-1,0,unknown,yes,
54,management,divorced,TERTIARY,no,380,no,yes,cellular,10,dce,501,1,188,2,SUCCSES,no,
45,management,married,tertiary,no,1788,no,on,cellular,10,dec,364,1,191,4,FAILURE,no,
72,retired,married,PRIMARY,no,3856,no,no,CELLULAR,10,dec,582,4,115,1,other,yes,
30,serivces,married,SECONDARY,no,517,no,on,cellular,11,dec,141,2,-1,0,unknown,yes,
79,RETIRED,married,PRIMARY,no,3025,no,no,CELLULAR,11,dec,166,3,126,3,other,yes,
40,management,single,TERTIARY,on,3797,no,no,CELULLAR,14,dec,263,1,195,2,failure,no,
30,technician,married,secondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,yes,
41,self-employed,single,tertiary,no,10346,no,no,cellular,14,dec,352,1,182,3,success,no,
35,management,married,TERTIARY,no,3402,on,no,cellular,14,dec,269,1,194,2,failure,no,
19,student,single,SECONDARY,no,526,no,on,cellulra,14,dec,122,3,-1,0,UNKNOWN,no,
57,TECHNICIAN,married,primray,on,592,no,yse,TELEHPONE,14,edc,88,6,193,5,other,no,
30,TECHNICIAN,isngle,TERTIARY,no,1070,no,no,cellular,14,edc,446,2,-1,0,unkonwn,no,
36,management,married,TERTIARY,no,925,no,no,CELLULAR,14,dec,321,3,189,4,success,yes,
64,housemaid,married,primary,no,67,no,no,telephone,14,dec,86,2,111,1,failure,no,
53,ENTREPRENEUR,married,tertiary,on,1961,no,no,CELLULAR,15,dec,351,1,-1,0,unknown,yes,
87,RETIRED,marride,secondary,no,433,no,no,TELEPHONE,15,dec,150,1,-1,0,UNKNOWN,no,
53,admin.,married,SECONDARY,no,1796,on,no,TELEPHONE,15,dec,476,1,193,1,FAILURE,yes,
34,management,married,TERTIARY,no,2037,no,no,ECLLULAR,15,dec,324,2,-1,0,unknown,yes,
29,student,single,SECNODARY,no,459,no,no,cellular,15,dce,279,3,189,19,OTHER,yes,
26,services,single,tetriary,,12,on,no,cellular,15,edc,72,4,186,6,SUCCESS,no,
29,MANAGMEENT,single,TERTIARY,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes,
45,TECHNICIAN,married,TERTIARY,no,115,no,no,CELLULRA,16,dec,147,1,194,1,other,no,
43,UNEMPLOYED,married,SECONDARY,no,775,no,no,CELLULAR,16,dec,325,1,124,2,FAILURE,no,
81,reitred,divorced,SEOCNDARY,no,452,no,no,telephone,16,dec,443,1,-1,0,unknown,yes,
57,RETIRED,married,secondary,no,5313,no,no,CELLULAR,16,dec,283,2,196,1,usccess,yes,
72,retired,married,SECONDARY,no,1533,no,no,cellular,16,dec,546,2,-1,0,unknown,yes,
46,mangaement,marride,TERTIARY,no,0,yes,no,CELLULAR,17,dec,155,1,199,2,failure,no,
47,TECHNICIAN,married,SECONDARY,no,0,yes,no,CELLULAR,17,dec,97,1,231,2,FAILURE,no,
62,retired,married,ETRTIARY,no,0,no,no,CELLULAR,17,dce,188,2,-1,0,unknown,no,
56,retired,married,secondary,no,393,no,yse,cellular,17,dec,103,1,206,1,FAILURE,no,
59,MANAGEMENT,marired,primary,no,8334,no,no,CELLULAR,17,dec,141,4,182,2,other,no,
67,RETIRED,married,PRMIARY,no,258,no,no,cellular,17,dec,221,1,-1,0,unknown,no,
28,BLUE-COLLAR,single,secondayr,on,1705,no,no,CELLULAR,17,dec,412,2,-1,0,unknown,yes,
34,services,married,SECONDARY,no,1337,no,no,CELLULAR,17,dec,330,2,127,3,success,yes,
57,management,divorced,UNKNOWN,no,2986,no,no,cellular,17,dec,222,2,231,1,FAILRUE,yes,
52,TECHNICIAN,married,secondary,no,195,yes,no,cellular,17,dce,110,2,205,3,failure,no,
66,HOUSEMAID,married,PRIMARY,no,1230,on,no,cellular,17,dec,726,3,-1,0,UNKNOWN,yes,
32,admin.,married,SECONDARY,on,35,no,no,cellular,17,dec,324,3,126,3,success,yes,
31,MANAGEMENT,single,TERTIARY,no,596,on,no,CELLULAR,17,dec,184,6,196,2,failure,no,
51,BLUE-COLLAR,mraried,secondary,no,955,no,eys,cellular,17,dec,221,3,-1,0,UNKNOWN,yes,
27,STUDENT,singel,secondary,no,538,on,no,cellular,18,dec,170,4,197,2,success,yes,
29,SERVICES,married,seconadry,no,399,no,no,cellular,18,dec,454,6,199,1,FAILURE,no,
50,management,married,TERTIARY,no,5108,yes,no,CELLULAR,18,dec,406,1,182,2,FAILURE,yes,
30,technician,married,TERTIARY,no,1307,no,no,CELLULAR,18,dec,248,6,-1,0,UNKNOWN,no,
30,MANAGEMENT,single,tertiary,no,102,yes,no,cellular,18,dec,364,3,-1,0,unknown,yes,
31,student,single,unknown,no,2347,no,no,cellular,18,dec,180,2,-1,0,unknown,no,
57,retired,married,secondary,no,1841,no,on,cellular,18,dec,127,2,196,1,SUCCESS,no,
75,RETIRED,divorced,SECONDARY,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes,
60,technician,married,secondary,no,294,no,no,TELEPHONE,18,dec,104,5,198,4,SUCCESS,no,
44,BLUE-COLLAR,married,SECONDARY,no,1025,yes,no,CELLULAR,21,dec,116,2,202,1,failure,no,
50,services,married,SECONDARY,no,320,no,no,TELEPHONE,21,dec,294,3,315,4,success,yes,
44,ADMIN.,married,secondayr,no,132,no,no,CELLULAR,21,dec,103,5,124,4,success,no,
39,unemployed,single,SECONDARY,on,804,no,no,cellular,21,dec,193,8,203,1,SUCCESS,no,
32,admin.,single,secondary,no,131,yes,no,cellular,21,dce,322,1,189,1,SUCCESS,yes,
59,ertired,married,PRIMARY,no,2074,no,no,CELLULAR,21,edc,467,1,186,2,SUCCESS,yes,
68,RETIRED,married,secondary,no,1443,no,no,telephone,21,dec,2062,2,257,1,success,yes,
31,TECHNICIAN,married,tertiary,on,3338,yes,no,cellular,21,dec,264,2,-1,0,UNKNOWN,yes,
40,admin.,single,SECONDARY,no,782,yes,no,CELLULAR,21,dec,94,5,202,17,failure,no,
34,admin.,sinlge,secondary,on,303,on,no,cellular,21,dec,94,3,200,6,SUCCESS,no,
64,self-employed,married,ETRTIARY,on,661,no,no,CELLULAR,21,dec,367,2,294,2,failure,yes,
49,TECHNICIAN,married,secondary,no,905,no,no,cellular,21,dec,385,7,131,2,failure,no,
54,MANAGEMENT,divorced,tertiary,no,12018,yes,no,ecllular,21,dec,267,2,-1,0,unknown,yes,
30,UNEMPLOYED,divorced,secondary,no,7105,no,on,CELLULAR,22,dec,321,2,-1,0,UNKNOWN,yes,
60,admin.,married,secondary,no,3735,on,no,cellular,22,dec,190,1,188,9,SUCCESS,yes,
33,management,married,TERTIARY,no,812,no,no,CELLULAR,22,dec,396,1,-1,0,UNKNOWN,no,
35,management,single,TERTIARY,no,538,no,on,cellular,22,dec,410,3,165,2,other,yes,
72,RETIRED,marride,primary,no,4657,no,no,cellular,22,dec,305,3,309,5,success,yes,
37,TECHNICIAN,married,secondary,no,6963,yes,no,CELLULAR,22,dec,158,2,-1,0,UNKNOWN,no,
30,BLUE-COLLAR,married,PRIMARY,no,5,no,no,cellular,23,dec,282,1,203,1,SUCCESS,yes,
25,STUDENT,single,UNKNOWN,no,10788,no,no,CELLULAR,23,dec,102,2,210,2,OTHER,no,
32,TECHNICIAN,married,TERTAIRY,no,593,on,on,CELLULAR,23,dec,140,2,201,2,other,no,
52,unemployed,divorced,SECONDARY,no,230,no,no,CELLULAR,24,dec,422,2,-1,0,unknown,yes,
48,SELF-EMPLOYED,married,secondary,no,1559,no,no,CELLULAR,24,dec,520,3,133,3,faiulre,no,
59,MANAGEMENT,married,TERTIARY,no,2764,no,no,CELLULAR,24,dec,237,1,206,2,FAILURE,no,
47,amnagement,married,tertiary,no,1122,no,no,cellular,24,dec,956,1,-1,0,UNKNOWN,no,
43,SERVICES,married,TERTIARY,on,4216,no,no,CELLULAR,24,dec,150,2,195,2,SUCCESS,yes,
49,housemaid,married,SECONDARY,no,3570,no,no,cellular,24,dec,62,3,202,2,failure,no,
32,management,single,tertiary,no,623,no,no,TELEPHOEN,24,dec,273,1,203,1,FAILURE,no,
33,management,married,tertiary,no,1808,no,no,cellular,28,dec,250,3,-1,0,unknown,yes,
84,retirde,married,SECONDARY,no,81204,no,on,TELEPHONE,28,dec,679,1,313,2,OTHER,yes,
26,blue-collar,single,SECONDARY,no,3145,no,no,CELLULAR,28,dec,1141,1,209,1,other,yes,
33,admin.,single,TERTIARY,no,102,no,no,cellular,28,dec,83,4,-1,0,NUKNOWN,no,
47,TECHNICIAN,married,SECONDARY,no,3519,no,yes,cellular,28,dec,193,1,220,1,failure,no,
70,retired,divorced,primary,no,828,no,on,clelular,28,dec,433,1,-1,0,UNKNOWN,no,
38,self-employed,married,secondary,no,854,yes,yes,CELLULAR,28,dec,112,2,-1,0,nuknown,no,
43,MANAGEMENT,married,TERTIARY,no,3518,no,no,CELLULAR,28,dec,206,2,196,2,SUCCESS,yes,
39,technician,single,tertiary,no,25,yes,no,CELLULAR,28,dec,315,1,210,2,SUCCESS,yes,
27,SERVICES,single,SECONDARY,no,1347,no,no,telephnoe,28,edc,824,1,193,11,SUCCSES,yes,
25,TECHNICIAN,married,tertiary,on,2551,no,no,CELLULAR,28,edc,400,3,-1,0,unknown,yes,
36,SERVICES,snigle,secondary,on,23,yes,no,cellular,28,dec,256,1,-1,0,unknown,no,
28,management,single,tertiary,no,1840,no,no,cellular,28,dec,1472,1,143,10,OTHER,no,
35,technician,single,tertiary,on,7546,yes,no,CELLULAR,28,dec,137,1,122,3,failure,no,
38,ADMIN.,marired,SECONDARY,no,11303,no,no,cellular,28,dec,473,2,216,2,FAILURE,yes,
44,MANAGEMENT,married,UNKNOWN,no,2724,on,no,cellular,28,dec,893,1,-1,0,UNKNOWN,yes,
78,retired,divorced,primary,no,4917,no,no,CELLULAR,29,dec,195,2,-1,0,unknown,no,
89,retired,divorced,RPIMARY,no,1323,no,no,TELEPHONE,29,dec,207,4,189,1,toher,no,
20,STUDENT,single,unknown,no,755,no,no,cellular,29,dec,284,1,-1,0,unknown,yes,
32,MANAGEMENT,single,TERTIARY,no,718,yes,no,cellular,29,dec,155,1,197,1,SUCCESS,yes,
32,SERVICSE,married,secondary,no,914,no,no,CELLULAR,29,edc,434,1,197,1,success,no,
23,services,single,secondary,no,870,no,no,CELULLAR,29,dec,296,1,176,4,SUCCESS,yes,
35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,SUCCESS,yes,
30,self-employed,single,TERTIARY,no,916,no,no,cellular,29,dec,449,2,-1,0,UNKNOWN,yes,
27,ADMIN.,married,SECONDARY,no,1595,no,no,cellular,29,dec,196,2,197,2,SUCCESS,yes,
72,RETIRED,married,PRIMARY,no,0,no,no,cellular,29,dec,215,2,-1,0,unknown,no,
36,technician,married,tertiary,on,629,yes,yes,CELLULAR,29,dec,109,1,246,1,failure,no,
34,MANAGEMENT,single,tertiary,no,2561,no,no,cellular,29,dec,554,1,-1,0,unknown,no,
61,management,married,SECONDARY,no,544,no,no,cellular,29,dec,63,3,200,9,SUCCESS,yes,
30,manageemnt,single,tertiary,no,2907,yes,no,cellular,30,dec,146,2,218,1,failure,no,
46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,-1,0,UNKNOWN,yes,
30,housemaid,single,TERTIARY,no,3185,yes,no,CELLULAR,30,dec,158,3,-1,0,unknown,no,
40,ADMIN.,married,secondary,no,3126,yes,no,cellular,30,edc,110,3,232,2,FAILURE,no,
32,TECHNICIAN,married,nuknown,no,14533,on,no,cellular,31,dec,646,3,198,2,success,no,
