track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Calm Down,Rï¿½ï,wrong_type,2022.0,,9.0,4013.0,10.0,445763624,107.0,44.0,750,22.0,,107.0,B,Major,wrong_type,82.0,78.0,38.0,0.0,12.0,4.0
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6.0,2022.0,,22.0,138.0,4.0,1365184,13.0,78.0,2,0.0,0,105.0,G,Major,82.0,62.0,74.0,10.0,0.0,33.0,7.0
Escapism. - Sped Up,"RAYE, 070 Shake",2.0,2022.0,11.0,25.0,1368.0,0.0,184308753,12.0,1.0,11,0.0,8,108.0,F#,Minor,44.0,38.0,77.0,9.0,0.0,9.0,20.0
Space Song,Beach House,1.0,2015.0,1.0,,17852.0,4.0,789753877,69.0,76.0,335,0.0,,147.0,,Minor,51.0,62.0,79.0,22.0,13.0,14.0,3.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3.0,2022.0,11.0,20.0,889.0,,323358833,11.0,78.0,35,0.0,21,115.0,,Major,71.0,34.0,88.0,16.0,0.0,44.0,4.0
Te Felicito,"Shakira, Rauw Alejandro",2.0,wrong_type,4.0,21.0,4796.0,9.0,606361689,124.0,66.0,212,13.0,1,174.0,F,Major,70.0,57.0,wrong_type,23.0,0.0,8.0,32.0
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3.0,,1.0,12.0,658.0,6.0,120972253,33.0,wrong_type,53,wrong_type,0,90.0,A#,Minor,68.0,83.0,71.0,3.0,0.0,31.0,8.0
TV,Billie Eilish,1.0,wrong_type,7.0,21.0,3009.0,2.0,338564981,68.0,wrong_type,65,0.0,25,141.0,E,Minor,41.0,9.0,25.0,84.0,1.0,14.0,4.0
I'm Not The Only One,Sam Smith,1.0,2014.0,1.0,1.0,17492.0,3.0,1606986953,136.0,24.0,"1,959",0.0,30,82.0,F,Major,68.0,50.0,49.0,56.0,0.0,8.0,4.0
Heather,Conan Gray,1.0,2020.0,wrong_type,20.0,6170.0,7.0,1301799902,82.0,1.0,231,0.0,2,92.0,F,Major,47.0,25.0,43.0,62.0,0.0,wrong_type,3.0
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6.0,2022.0,12.0,12.0,130.0,4.0,140187018,21.0,79.0,2,0.0,0,116.0,G#,Minor,77.0,65.0,80.0,6.0,0.0,15.0,4.0
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2.0,2017.0,6.0,2.0,,10.0,1897517891,537.0,122.0,"2,726",6.0,,wrong_type,A,Minor,79.0,59.0,86.0,4.0,0.0,8.0,11.0
Sugar Rush Ride,TOMORROW X TOGETHER,1.0,2023.0,1.0,27.0,359.0,0.0,107642809,12.0,56.0,13,0.0,13,125.0,A#,Minor,wrong_type,83.0,wrong_type,1.0,0.0,wrong_type,9.0
Pink Venom,BLACKPINK,1.0,2022.0,8.0,19.0,1963.0,wrong_type,551305895,57.0,119.0,77,wrong_type,13,90.0,,Major,,71.0,69.0,2.0,0.0,27.0,10.0
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3.0,2022.0,4.0,27.0,5491.0,14.0,556585270,128.0,84.0,75,,35,83.0,C#,Major,46.0,,64.0,31.0,0.0,7.0,34.0
Don't Start Now,Dua Lipa,1.0,2019.0,10.0,31.0,27119.0,0.0,2303033973,532.0,77.0,"1,535",wrong_type,8,124.0,B,Minor,79.0,68.0,79.0,1.0,0.0,10.0,8.0
After Dark,Mr.Kitty,1.0,2014.0,8.0,8.0,1776.0,14.0,646886885,1.0,9.0,3,0.0,0,140.0,G#,Major,58.0,4.0,60.0,wrong_type,41.0,8.0,3.0
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2.0,2022.0,9.0,16.0,1473.0,4.0,222612678,27.0,wrong_type,66,,4,154.0,,Major,64.0,61.0,91.0,15.0,0.0,72.0,4.0
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2.0,2021.0,7.0,23.0,wrong_type,,1814349763,300.0,47.0,690,0.0,,150.0,D#,Minor,74.0,89.0,70.0,2.0,0.0,5.0,6.0
MIDDLE OF THE NIGHT,Elley Duhï¿,,2020.0,1.0,,4057.0,8.0,872137015,78.0,21.0,240,1.0,52,186.0,E,Minor,41.0,9.0,61.0,2.0,0.0,12.0,5.0
Atlantis,Seafret,1.0,2015.0,4.0,22.0,wrong_type,,571386359,43.0,53.0,134,1.0,32,166.0,G#,Minor,40.0,23.0,wrong_type,5.0,0.0,12.0,3.0
PUNTO 40,"Baby Rasta, Rauw Alejandro",2.0,2022.0,9.0,22.0,3006.0,12.0,304079786,54.0,32.0,66,2.0,0,107.0,,Major,87.0,20.0,83.0,0.0,4.0,wrong_type,9.0
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3.0,wrong_type,9.0,9.0,852.0,0.0,174006928,14.0,1.0,50,0.0,0,87.0,G,Major,87.0,52.0,52.0,31.0,0.0,28.0,24.0
How Do I Say Goodbye,Dean Lewis,1.0,,8.0,5.0,2163.0,wrong_type,284785823,72.0,,58,0.0,154,82.0,G#,Major,,39.0,64.0,21.0,0.0,7.0,7.0
Blind,SZA,1.0,,wrong_type,9.0,1484.0,0.0,163284000,22.0,51.0,12,0.0,0,114.0,A,Minor,46.0,wrong_type,wrong_type,91.0,0.0,21.0,4.0
Die For You,Joji,1.0,2022.0,11.0,4.0,1703.0,0.0,246390068,38.0,45.0,36,16.0,0,,G#,Major,47.0,15.0,52.0,38.0,13.0,,5.0
Doja,Central Cee,1.0,2022.0,7.0,20.0,4169.0,44.0,482257456,57.0,44.0,183,1.0,11,140.0,F#,Major,91.0,97.0,57.0,38.0,0.0,40.0,29.0
Gatita,Bellakath,wrong_type,2022.0,10.0,3.0,1054.0,wrong_type,168684524,,0.0,15,0.0,1,,G,Major,90.0,76.0,81.0,15.0,24.0,33.0,6.0
Rumble,"Skrillex, Flowdan, Fred again..",3.0,2022.0,1.0,17.0,2849.0,0.0,78489819,39.0,45.0,27,0.0,1,wrong_type,C#,Minor,81.0,6.0,84.0,5.0,23.0,6.0,6.0
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3.0,2022.0,12.0,2.0,,0.0,195516622,12.0,22.0,12,0.0,2,88.0,G,Minor,49.0,24.0,66.0,19.0,0.0,18.0,29.0
Yonaguni,Bad Bunny,1.0,2021.0,6.0,4.0,9644.0,28.0,1260594497,120.0,,164,wrong_type,0,180.0,C#,Major,64.0,wrong_type,65.0,28.0,0.0,14.0,12.0
Super Freaky Girl,Nicki Minaj,1.0,2022.0,8.0,12.0,4827.0,0.0,428685680,104.0,17.0,76,9.0,2,133.0,D,Major,95.0,91.0,89.0,6.0,0.0,31.0,24.0
Running Up That Hill (A Deal With God),Kate Bush,1.0,1985.0,9.0,16.0,21811.0,0.0,1024858327,117.0,1.0,676,3.0,0,108.0,A#,Minor,63.0,20.0,55.0,72.0,0.0,6.0,6.0
Dream On,Aerosmith,1.0,1973.0,1.0,5.0,168.0,0.0,838586769,0.0,0.0,5,0.0,0,80.0,F,Minor,39.0,24.0,43.0,39.0,wrong_type,23.0,3.0
Limbo,Freddie Dredd,1.0,2022.0,8.0,11.0,688.0,0.0,199386237,14.0,1.0,17,0.0,2,75.0,B,Minor,80.0,46.0,62.0,3.0,6.0,11.0,46.0
Where Are You Now,"Lost Frequencies, Calum Scott",2.0,2021.0,7.0,30.0,10565.0,44.0,972509632,,122.0,557,17.0,58,121.0,F#,Minor,wrong_type,26.0,64.0,52.0,0.0,17.0,10.0
WORTH NOTHING,"Twisted, Oliver Tree",2.0,2022.0,9.0,28.0,1612.0,0.0,213438580,34.0,wrong_type,34,0.0,2,140.0,D,Minor,58.0,17.0,,18.0,0.0,20.0,8.0
Bad Habits,Ed Sheeran,1.0,2020.0,9.0,3.0,12755.0,8.0,1555511105,344.0,97.0,945,,,126.0,B,Minor,81.0,59.0,90.0,5.0,,36.0,3.0
KICK BACK,Kenshi Yonezu,1.0,2022.0,10.0,wrong_type,574.0,,210038833,38.0,101.0,26,0.0,0,102.0,C#,Major,58.0,29.0,94.0,0.0,0.0,9.0,11.0
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,wrong_type,2022.0,4.0,8.0,2499.0,0.0,227918678,70.0,0.0,49,0.0,0,82.0,A,Major,70.0,31.0,34.0,60.0,1.0,11.0,4.0
Good Days,SZA,1.0,2020.0,12.0,24.0,10426.0,2.0,826623384,133.0,109.0,182,wrong_type,10,121.0,C#,Minor,46.0,53.0,78.0,23.0,0.0,72.0,6.0
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2.0,wrong_type,3.0,27.0,15894.0,8.0,1802514301,198.0,,544,0.0,60,103.0,F#,Minor,70.0,92.0,83.0,1.0,0.0,wrong_type,6.0
Woman,Doja Cat,1.0,2021.0,6.0,25.0,9424.0,0.0,1329090101,202.0,50.0,463,4.0,,108.0,F,Minor,82.0,88.0,76.0,9.0,wrong_type,12.0,9.0
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1.0,wrong_type,9.0,14.0,,7.0,181831132,2.0,4.0,6,0.0,0,85.0,F,Minor,65.0,36.0,47.0,wrong_type,0.0,12.0,10.0
Ferrari,"James Hype, Miggy Dela Rosa",2.0,2022.0,3.0,14.0,,28.0,462791599,173.0,79.0,175,0.0,168,125.0,C#,Minor,84.0,70.0,69.0,1.0,0.0,5.0,5.0
"You're On Your Own, Kid",Taylor Swift,1.0,2022.0,10.0,21.0,2537.0,2.0,348647203,8.0,wrong_type,20,0.0,1,wrong_type,D,Major,69.0,40.0,wrong_type,41.0,0.0,13.0,
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3.0,2022.0,7.0,17.0,292.0,6.0,366599607,26.0,98.0,4,0.0,0,94.0,,Major,58.0,44.0,57.0,57.0,wrong_type,10.0,3.0
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3.0,1930.0,1.0,1.0,323.0,0.0,90598517,4.0,0.0,14,0.0,0,130.0,F#,Minor,65.0,wrong_type,80.0,22.0,4.0,7.0,5.0
Payphone,"Maroon 5, Wiz Khalifa",2.0,2012.0,1.0,1.0,14143.0,wrong_type,1479264469,56.0,38.0,"1,891",1.0,,110.0,E,Major,74.0,51.0,74.0,2.0,0.0,29.0,4.0
All I Want for Christmas Is You,Mariah Carey,1.0,,10.0,28.0,25653.0,0.0,1449779435,387.0,132.0,"2,094",0.0,,150.0,G,Major,34.0,33.0,63.0,wrong_type,0.0,7.0,4.0
Last Christmas,Wham!,1.0,1984.0,1.0,,22153.0,0.0,1159176109,274.0,111.0,"1,302",0.0,,107.0,B,Minor,74.0,88.0,65.0,28.0,0.0,46.0,3.0
Rockin' Around The Christmas Tree,Brenda Lee,1.0,1958.0,1.0,1.0,,0.0,769213520,191.0,168.0,206,0.0,,140.0,G#,Major,70.0,85.0,41.0,71.0,0.0,45.0,5.0
Jingle Bell Rock,Bobby Helms,1.0,1957.0,,1.0,10326.0,0.0,741301563,165.0,99.0,104,0.0,,119.0,D,Major,74.0,,37.0,84.0,,6.0,3.0
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,wrong_type,2011.0,10.0,14.0,wrong_type,0.0,807561936,35.0,0.0,549,0.0,0,93.0,E,Major,35.0,38.0,23.0,91.0,0.0,29.0,3.0
Santa Tell Me,Ariana Grande,1.0,2013.0,12.0,13.0,9408.0,0.0,834129063,231.0,106.0,439,0.0,,133.0,G,Major,,53.0,63.0,5.0,0.0,wrong_type,18.0
It's the Most Wonderful Time of the Year,Andy Williams,1.0,1963.0,10.0,14.0,8879.0,,663832097,182.0,107.0,160,0.0,1,202.0,G,Major,24.0,76.0,60.0,77.0,0.0,12.0,4.0
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,wrong_type,1959.0,11.0,wrong_type,6512.0,0.0,446390129,88.0,,277,0.0,0,134.0,C#,Major,45.0,72.0,24.0,91.0,0.0,18.0,4.0
Snowman,Sia,1.0,2017.0,1.0,wrong_type,5140.0,0.0,690104769,85.0,110.0,500,wrong_type,,105.0,C#,Major,72.0,33.0,wrong_type,48.0,0.0,9.0,3.0
Underneath the Tree,Kelly Clarkson,1.0,2013.0,10.0,25.0,6596.0,0.0,485285717,144.0,99.0,251,0.0,0,,G#,Major,51.0,69.0,81.0,0.0,wrong_type,21.0,5.0
Feliz Navidad,Josï¿½ï¿½ Felic,1.0,1970.0,11.0,1.0,3788.0,0.0,520034544,21.0,3.0,10,0.0,0,148.0,D,Major,50.0,,82.0,47.0,0.0,34.0,4.0
Holly Jolly Christmas,Michael Bublï¿,1.0,2011.0,wrong_type,14.0,,0.0,476244795,5.0,wrong_type,291,0.0,0,151.0,G,Major,65.0,70.0,47.0,87.0,0.0,,4.0
Mistletoe,Justin Bieber,1.0,2011.0,1.0,1.0,9577.0,0.0,629173063,195.0,111.0,310,0.0,0,162.0,F#,Minor,wrong_type,wrong_type,54.0,51.0,0.0,9.0,4.0
Sleigh Ride,The Ronettes,1.0,1963.0,11.0,22.0,wrong_type,0.0,404664135,114.0,,262,,0,92.0,D,Major,53.0,84.0,77.0,,0.0,32.0,3.0
Seek & Destroy,SZA,1.0,2022.0,12.0,9.0,wrong_type,0.0,98709329,5.0,wrong_type,1,,0,152.0,C#,Major,65.0,35.0,65.0,44.0,18.0,21.0,7.0
Love Language,SZA,,2022.0,12.0,9.0,wrong_type,0.0,110849052,16.0,63.0,8,0.0,0,65.0,A,Minor,71.0,wrong_type,26.0,85.0,0.0,13.0,8.0
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4.0,1971.0,12.0,1.0,10829.0,0.0,460492795,130.0,1.0,390,0.0,0,147.0,D,Major,33.0,39.0,61.0,32.0,0.0,77.0,3.0
Used (feat. Don Toliver),"SZA, Don Toliver",2.0,2022.0,12.0,8.0,1042.0,0.0,94005786,7.0,29.0,3,0.0,0,150.0,A#,Minor,73.0,71.0,69.0,53.0,0.0,32.0,9.0
A Holly Jolly Christmas - Single Version,Burl Ives,1.0,1952.0,,wrong_type,7930.0,0.0,395591396,108.0,120.0,73,0.0,0,140.0,,Major,67.0,wrong_type,36.0,64.0,0.0,15.0,3.0
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1.0,1946.0,11.0,1.0,11500.0,0.0,389771964,140.0,72.0,251,0.0,0,139.0,C#,Major,,22.0,15.0,84.0,0.0,11.0,4.0
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1.0,wrong_type,11.0,16.0,1685.0,0.0,403939487,1.0,0.0,29,0.0,0,95.0,B,Major,75.0,74.0,58.0,36.0,wrong_type,9.0,3.0
Do They Know It's Christmas? - 1984 Version,Band Aid,1.0,,11.0,25.0,14169.0,0.0,481697415,209.0,30.0,449,0.0,0,115.0,,Major,60.0,23.0,,0.0,2.0,27.0,
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2.0,2022.0,12.0,wrong_type,1634.0,0.0,110073250,16.0,20.0,4,0.0,0,125.0,F#,Major,62.0,59.0,43.0,84.0,3.0,11.0,5.0
Special,SZA,1.0,2022.0,12.0,9.0,906.0,wrong_type,88092256,6.0,21.0,3,0.0,0,76.0,,Major,60.0,19.0,20.0,78.0,,11.0,5.0
Merry Christmas Everyone,Shakin' Stevens,1.0,1984.0,1.0,1.0,1087.0,0.0,351636786,90.0,35.0,5,0.0,0,101.0,C#,Minor,72.0,91.0,87.0,14.0,0.0,13.0,3.0
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2.0,1950.0,1.0,wrong_type,10585.0,0.0,473248298,126.0,108.0,406,0.0,0,143.0,D,Major,60.0,86.0,32.0,88.0,wrong_type,34.0,6.0
SOS,SZA,1.0,2022.0,12.0,9.0,827.0,0.0,73981293,6.0,18.0,1,0.0,0,119.0,G,Minor,51.0,51.0,66.0,67.0,0.0,9.0,23.0
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2.0,2022.0,12.0,8.0,1420.0,4.0,155653938,13.0,87.0,17,0.0,46,78.0,A,Major,wrong_type,22.0,59.0,76.0,1.0,wrong_type,16.0
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3.0,1942.0,1.0,1.0,11940.0,,395591396,73.0,79.0,123,0.0,0,96.0,A,Major,23.0,19.0,25.0,91.0,0.0,40.0,3.0
Driving Home for Christmas - 2019 Remaster,Chris Rea,1.0,1986.0,1.0,1.0,888.0,0.0,429504768,50.0,0.0,6,0.0,0,180.0,A,Major,51.0,87.0,58.0,36.0,0.0,18.0,4.0
Christmas (Baby Please Come Home),Darlene Love,1.0,1963.0,11.0,22.0,9122.0,0.0,242767149,121.0,,212,0.0,0,126.0,D#,Major,34.0,35.0,76.0,39.0,0.0,8.0,
Gone Girl,SZA,1.0,2022.0,12.0,,892.0,0.0,65362788,3.0,17.0,2,0.0,0,150.0,F,Major,43.0,42.0,44.0,57.0,0.0,15.0,6.0
F2F,SZA,1.0,2022.0,12.0,9.0,989.0,0.0,67540165,5.0,9.0,1,0.0,0,90.0,D,Major,53.0,,74.0,9.0,0.0,34.0,4.0
Notice Me,SZA,1.0,2022.0,12.0,9.0,819.0,0.0,62019074,14.0,22.0,0,0.0,0,160.0,F,Major,72.0,78.0,68.0,28.0,0.0,11.0,12.0
Merry Christmas,"Ed Sheeran, Elton John",2.0,2017.0,11.0,,2209.0,0.0,135723538,72.0,90.0,141,0.0,0,,,Major,59.0,,,24.0,wrong_type,10.0,4.0
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3.0,1958.0,wrong_type,1.0,6290.0,0.0,295998468,89.0,wrong_type,158,0.0,0,113.0,G,Major,73.0,wrong_type,32.0,77.0,0.0,15.0,5.0
My Only Wish (This Year),Britney Spears,1.0,2000.0,11.0,7.0,6952.0,0.0,261116938,115.0,53.0,286,0.0,0,147.0,,Major,67.0,69.0,72.0,,0.0,19.0,3.0
Antidepresan,"Mabel Matiz, Mert Demir",2.0,2022.0,11.0,4.0,313.0,2.0,136689549,wrong_type,6.0,7,1.0,9,100.0,B,Minor,70.0,92.0,59.0,,0.0,10.0,3.0
Wild Flower (with youjeen),RM,1.0,2022.0,12.0,2.0,353.0,2.0,135611421,2.0,74.0,14,0.0,2,155.0,G#,Major,49.0,42.0,77.0,3.0,0.0,12.0,9.0
I Hate U,SZA,1.0,2021.0,12.0,3.0,wrong_type,0.0,356709897,66.0,96.0,43,0.0,0,,G,Minor,54.0,41.0,39.0,51.0,0.0,wrong_type,16.0
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",wrong_type,2022.0,12.0,,880.0,0.0,110649992,3.0,7.0,10,,0,112.0,G#,Major,80.0,15.0,54.0,9.0,0.0,38.0,5.0
SPIT IN MY FACE!,ThxSoMch,1.0,2022.0,10.0,31.0,573.0,0.0,301869854,1.0,0.0,18,wrong_type,24,,C#,Major,70.0,57.0,57.0,9.0,20.0,11.0,7.0
Deck The Hall - Remastered 1999,Nat King Cole,1.0,1959.0,1.0,1.0,wrong_type,0.0,127027715,65.0,39.0,41,0.0,0,107.0,F#,Minor,,96.0,36.0,81.0,0.0,8.0,4.0
Smoking on my Ex Pack,SZA,1.0,2022.0,12.0,9.0,811.0,0.0,57144458,6.0,11.0,3,0.0,0,81.0,G#,Major,47.0,33.0,68.0,24.0,0.0,,38.0
Conceited,SZA,1.0,2022.0,12.0,9.0,899.0,wrong_type,56870689,2.0,14.0,2,0.0,0,150.0,C#,Major,79.0,77.0,46.0,5.0,0.0,11.0,7.0
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2.0,2022.0,10.0,21.0,2415.0,0.0,323437194,33.0,57.0,30,0.0,11,110.0,A,Major,66.0,19.0,32.0,69.0,0.0,wrong_type,4.0
Maroon,Taylor Swift,1.0,2022.0,10.0,21.0,2304.0,0.0,317726339,12.0,16.0,14,0.0,0,108.0,G,Major,64.0,4.0,40.0,6.0,0.0,10.0,6.0
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4.0,2022.0,9.0,28.0,1003.0,0.0,116144341,21.0,0.0,44,0.0,0,130.0,E,Minor,89.0,48.0,74.0,30.0,0.0,7.0,36.0
Bejeweled,Taylor Swift,,2022.0,10.0,21.0,2699.0,0.0,328207708,39.0,35.0,22,2.0,0,164.0,G,Major,70.0,39.0,56.0,6.0,0.0,9.0,wrong_type
Tarot,"Bad Bunny, Jhay Cortez",2.0,2022.0,5.0,6.0,2482.0,20.0,608228647,27.0,77.0,22,2.0,0,114.0,B,Minor,80.0,42.0,68.0,2.0,0.0,66.0,4.0
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2.0,wrong_type,9.0,20.0,2577.0,0.0,180577478,108.0,56.0,30,0.0,0,93.0,F,Major,63.0,93.0,88.0,1.0,0.0,12.0,4.0
Desesperados,"Chencho Corleone, Rauw Alejandro",2.0,2021.0,6.0,wrong_type,6821.0,34.0,809306935,83.0,58.0,128,7.0,0,90.0,C#,Minor,87.0,51.0,69.0,36.0,0.0,9.0,8.0
Too Late,SZA,1.0,2022.0,12.0,8.0,714.0,0.0,49262961,,9.0,2,0.0,0,128.0,B,Major,45.0,35.0,68.0,78.0,0.0,39.0,8.0
Party,"Bad Bunny, Rauw Alejandro",,2022.0,5.0,6.0,3185.0,4.0,614555082,38.0,,37,3.0,36,97.0,A,Major,83.0,47.0,80.0,,0.0,24.0,9.0
Run Rudolph Run - Single Version,Chuck Berry,1.0,1958.0,1.0,1.0,8612.0,0.0,245350949,120.0,30.0,52,0.0,1,152.0,G,Minor,69.0,94.0,71.0,,0.0,7.0,8.0
Jingle Bells - Remastered 1999,Frank Sinatra,,1957.0,,1.0,4326.0,0.0,178660459,32.0,3.0,65,0.0,0,175.0,G#,Major,51.0,94.0,wrong_type,73.0,0.0,10.0,5.0
Far,SZA,wrong_type,2022.0,12.0,9.0,wrong_type,0.0,51641685,2.0,15.0,1,0.0,0,116.0,D,Major,61.0,48.0,55.0,67.0,0.0,,8.0
On Time (with John Legend),"John Legend, Metro Boomin",2.0,2022.0,12.0,2.0,398.0,0.0,78139948,2.0,2.0,6,0.0,2,80.0,F,Minor,33.0,51.0,59.0,76.0,0.0,44.0,
GATï¿½ï¿½,"Maldy, Karol G",2.0,2022.0,8.0,25.0,3328.0,13.0,322336177,39.0,50.0,57,3.0,1,93.0,B,Minor,63.0,34.0,,26.0,0.0,21.0,
ýýýabcdefu,Gayle,1.0,2021.0,8.0,13.0,7215.0,0.0,1007612429,170.0,12.0,575,18.0,,122.0,E,Major,70.0,42.0,54.0,wrong_type,0.0,37.0,5.0
Sacrifice,The Weeknd,1.0,2022.0,1.0,7.0,4440.0,0.0,326792833,81.0,77.0,133,0.0,,122.0,G,Major,,91.0,79.0,3.0,0.0,7.0,10.0
Is There Someone Else?,The Weeknd,1.0,2022.0,1.0,7.0,2881.0,6.0,391251368,13.0,89.0,34,0.0,3,135.0,A,Minor,70.0,60.0,58.0,wrong_type,0.0,,3.0
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3.0,2022.0,1.0,5.0,wrong_type,wrong_type,349585590,65.0,7.0,70,16.0,6,109.0,F,Major,60.0,45.0,47.0,62.0,0.0,31.0,5.0
Out of Time,The Weeknd,wrong_type,2022.0,1.0,7.0,3711.0,0.0,339659802,49.0,88.0,62,0.0,,,,Minor,65.0,82.0,74.0,27.0,0.0,32.0,5.0
Do It To It,"Cherish, ACRAZE",2.0,2021.0,8.0,20.0,12403.0,0.0,674772936,183.0,63.0,465,,11,125.0,B,Minor,85.0,64.0,81.0,2.0,5.0,7.0,9.0
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7.0,2021.0,11.0,19.0,2785.0,0.0,432719968,95.0,89.0,44,0.0,,206.0,,Minor,58.0,83.0,45.0,36.0,wrong_type,11.0,8.0
Pepas,Farruko,1.0,2021.0,6.0,24.0,14114.0,17.0,1309887447,252.0,109.0,965,20.0,,130.0,G,Major,76.0,wrong_type,77.0,wrong_type,0.0,13.0,3.0
How Do I Make You Love Me?,The Weeknd,1.0,wrong_type,wrong_type,7.0,wrong_type,0.0,119238316,7.0,47.0,15,0.0,0,121.0,G,Minor,80.0,62.0,51.0,wrong_type,0.0,9.0,wrong_type
Gasoline,The Weeknd,,2022.0,1.0,7.0,2297.0,0.0,116903579,11.0,29.0,14,0.0,0,wrong_type,F#,Minor,74.0,35.0,73.0,0.0,0.0,21.0,5.0
Infinity,Jaymes Young,1.0,2017.0,6.0,23.0,wrong_type,,888046992,24.0,0.0,396,0.0,0,122.0,B,Minor,67.0,50.0,67.0,15.0,0.0,30.0,4.0
Less Than Zero,The Weeknd,1.0,2022.0,1.0,7.0,2800.0,0.0,200660871,wrong_type,77.0,61,0.0,1,143.0,,Major,53.0,50.0,79.0,0.0,0.0,8.0,3.0
Take My Breath,The Weeknd,1.0,2021.0,8.0,6.0,2597.0,0.0,130655803,17.0,80.0,38,0.0,0,121.0,A#,Minor,70.0,35.0,77.0,1.0,0.0,26.0,4.0
good 4 u,Olivia Rodrigo,1.0,2021.0,,14.0,15563.0,6.0,1887039593,259.0,55.0,461,1.0,,166.0,F#,Minor,wrong_type,68.0,66.0,28.0,0.0,11.0,18.0
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3.0,,,,1420.0,0.0,88103848,7.0,18.0,7,wrong_type,0,wrong_type,C#,Major,41.0,27.0,64.0,36.0,0.0,60.0,3.0
Best Friends,The Weeknd,1.0,2022.0,1.0,7.0,wrong_type,0.0,101114984,3.0,18.0,14,wrong_type,0,87.0,E,Minor,49.0,49.0,59.0,44.0,0.0,35.0,21.0
Kiss Me More (feat. SZA),"SZA, Doja Cat",2.0,2021.0,4.0,9.0,15867.0,0.0,1575467011,382.0,65.0,497,0.0,12,111.0,G#,Major,77.0,74.0,66.0,30.0,0.0,13.0,3.0
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2.0,2022.0,,7.0,1178.0,0.0,91656026,9.0,10.0,9,0.0,0,110.0,D,Major,75.0,85.0,84.0,wrong_type,0.0,31.0,19.0
Need To Know,Doja Cat,1.0,2021.0,6.0,11.0,6672.0,0.0,1042568408,125.0,36.0,150,0.0,,130.0,C#,Major,66.0,,61.0,30.0,0.0,9.0,7.0
MONTERO (Call Me By Your Name),Lil Nas X,1.0,2020.0,9.0,18.0,wrong_type,0.0,1735441776,275.0,19.0,738,wrong_type,,179.0,G#,Minor,61.0,wrong_type,51.0,30.0,0.0,38.0,15.0
love nwantiti (ah ah ah),Ckay,1.0,2019.0,7.0,26.0,5669.0,wrong_type,726837877,74.0,0.0,262,14.0,,93.0,F,Minor,74.0,53.0,73.0,61.0,0.0,13.0,4.0
